QKEY,INTERVIEW_START_W149,INTERVIEW_END_W149,DEVICE_TYPE_W149,SVYMODE_W149,LANG_W149,FORM_W149,X_KIDS1,X_KIDS2,SATIS_W149,POL1JB_W149,POL1JBSTR_W149,CAMPNII_W149,PRZCMPGN_W149,MATTERS_W149,VOTEGEN24_W149,VOTEGEN24_LEAN_W149,VOTEGEN2_TRUMP_W149,VOTEGEN2_BIDEN_W149,VOTEGEN2_KENNEDY_W149,VOTESTRONG_W149,VOTEGEN24_TWO_W149,SATISPRESCAND_W149,EMTPRESTRUMP_W149,EMTPRESBIDEN_W149,CMPGNTRAIT_PROUD_W149,CMPGNTRAIT_NEG_W149,CMPGNTRAIT_POLCY_W149,ELECT_CONF_A_W149,ELECT_CONF_B_W149,TRUMPISSUE1_W149,TRUMPISSUE2_W149,BIDENISSUE1_W149,BIDENISSUE2_W149,INSTFAV_CONG_W149,INSTFAV_COURT_W149,INSTFAV_REP_W149,INSTFAV_DEM_W149,DTCONF_FRGN_W149,DTCONF_SCT_W149,DTCONF_WRK_W149,DTCONF_ECON_W149,DTCONF_IMMI_W149,DTCONF_ABCN_W149,JBCONF_FRGN_W149,JBCONF_SCT_W149,JBCONF_WRK_W149,JBCONF_ECON_W149,JBCONF_IMMI_W149,JBCONF_ABCN_W149,TRUMPDESC_HNST_W149,TRUMPDESC_ORD_W149,TRUMPDESC_MNSHRP_W149,TRUMPDESC_MEAN_W149,TRUMPDESC_EMB_W149,BIDENDESC_HNST_W149,BIDENDESC_ORD_W149,BIDENDESC_MNSHRP_W149,BIDENDESC_MEAN_W149,BIDENDESC_EMB_W149,FREETRADEUS_W149,AGNCYFAV_FBI_W149,AGNCYFAV_CIA_W149,AGNCYFAV_CDC_W149,AGNCYFAV_SSA_W149,AGNCYFAV_FED_W149,AGNCYFAV_NPS_W149,AGNCYFAV_ED_W149,AGNCYFAV_TRANS_W149,AGNCYFAV_JSTCE_W149,AGNCYFAV_IRS_W149,AGNCYFAV_EPA_W149,AGNCYFAV_NASA_W149,AGNCYFAV_VA_W149,AGNCYFAV_USPS_W149,AGNCYFAV_HHS_W149,AGNCYFAV_HMLND_W149,BILLION_W149,COURTIDEO_W149,COURTPOWER_W149,SCOTUS_PRTSN_W149,SCOTUS_JOB_W149,JB_FP_CH_W149,JB_FP_ISHM_W149,JB_FP_ENR_W149,JB_FP_WRK_W149,JB_FP_NK_W149,JB_FP_IRN_W149,JB_FP_UKR_W149,DT_FP_CH_W149,DT_FP_ISHM_W149,DT_FP_ENR_W149,DT_FP_WRK_W149,DT_FP_NK_W149,DT_FP_IRN_W149,DT_FP_UKR_W149,UKRFOL_W149,UKR_SPRT_W149,RU_UKN_THRT2_W149,USUK_RESP_W149,UA_APPDIS_SANC_W149,UA_APPDIS_MIL_W149,UA_APPDIS_STRIK_W149,UA_CONC_WARRS_W149,UA_CONC_DFT_W149,UA_CONC_MREYR_W149,UA_CONC_INVD_W149,UA_PROG_W149,DEMCARE_W149,DEMEARN_W149,REPCARE_W149,REPEARN_W149,ISGZ_FOL_W149,BIDEN_FAVORISRPAL_W149,TRUMP_FAVORISRPAL_W149,PF_HAPPEN_MED_W149,PF_HAPPEN_HOU_W149,PF_HAPPEN_LOSE_W149,PF_HAPPEN_RAISE_W149,PF_HAPPEN_SAVE_W149,PF_HAPPEN_FOOD_W149,PF_HAPPEN_CHILD_W149,VOTE_MOTIV_W149,VOTEHOW_W149,RPLC_W149,LIVSTAN_W149,LIVSTAN2_W149,HORSE_W149,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSTR_FINAL,F_PARTYLNCLOSE_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W149
202400010367,03-Jul-2024  06:27:06,03-Jul-2024  06:38:57,1,1,9,2,2,2,1,1,1,2,,1,2,,,1,,1,,,4,2,2,1,2,1,1,4,3,1,1,4,4,4,2,,,,,,,,,,,,,4,4,4,1,1,1,1,2,4,4,1,,,,,,,,,2,2,1,1,2,1,1,1,3,,1,2,4,,,,,1,1,1,,,,,4,4,4,2,3,1,1,,,,3,2,2,2,3,2,3,5,5,2,3,4,2,2,2,2,2,2,2,1,1,1,2,,2,1,1,2,2,99,2,1,6,2,,1,1,1,1,1,5,,4,4,2,,1,,2,3,1,99,3,1,1,,0.23991571655303898
202400010374,02-Jul-2024 18:24:53,02-Jul-2024 18:27:49,1,1,10,1,2,2,1,2,2,,2,3,,,,,,,,3,,,2,1,2,2,2,2,2,2,3,3,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,,,,,,,,1,1,1,1,1,1,1,1,2,,,,,,,,,1,2,,1,,1,2,1,99,,,,2,99,1,1,,,,4,4,4,1,1,1,1,,,,,1,5,4,4,3,4,3,3,2,2,2,2,2,1,2,,,,6,,,1,3,5,1,1,1,2,3,1,97,2,5,3,4,6,2,2,2,5,4,2,,5,2,3,3,1,1,1,2,,4.505144268012934
202400010399,02-Jul-2024 20:49:55,06-Jul-2024 17:31:32,3,2,9,2,2,1,2,2,1,1,,1,,,2,,,2,,,4,4,2,2,2,4,2,3,3,4,3,4,1,3,4,,,,,,,,,,,,,1,1,1,3,2,4,4,4,1,1,1,,,,,,,,,4,3,4,1,2,3,4,2,1,,3,2,1,,,,,3,4,3,,,,,1,1,4,1,2,1,1,,,,5,1,3,1,3,5,4,2,3,2,2,3,2,2,2,2,2,2,2,,,,3,2,,1,2,4,2,3,1,1,5,2,,1,1,1,1,3,2,2,2,4,3,1,,4,1,1,2,4,2,2,1,,0.8207164326315768
202400010414,02-Jul-2024 18:25:56,02-Jul-2024 18:34:23,1,1,9,2,1,1,2,2,1,3,,3,4,3,,,,,2,,4,3,2,1,2,1,2,3,3,3,2,2,2,3,3,,,,,,,,,,,,,4,4,3,1,1,3,3,4,3,1,1,,,,,,,,,2,4,2,2,3,2,5,2,3,,3,2,3,,,,,3,3,3,,,,,4,4,4,4,3,4,1,,,,3,3,3,3,6,4,4,4,4,4,4,1,2,2,2,1,2,2,2,4,1,1,4,4,3,1,4,9,2,2,2,3,2,1,1,1,1,3,1,1,1,1,1,2,4,1,,5,1,2,1,4,3,1,1,,0.9778067476711622
202400010420,02-Jul-2024 19:43:03,02-Jul-2024 19:55:09,1,1,9,2,2,1,2,2,1,1,,1,1,,1,,,1,,,1,99,2,1,2,4,2,1,2,4,3,2,2,1,4,,,,,,,,,,,,,2,1,1,2,1,2,4,4,2,4,2,,,,,,,,,2,2,5,2,2,1,5,4,3,,99,2,5,,,,,4,4,4,,,,,1,1,1,1,1,1,1,,,,1,1,1,1,1,5,5,2,2,1,1,3,2,2,2,2,1,99,2,1,1,4,5,7,1,1,3,6,3,4,2,3,2,2,,1,1,1,1,1,2,2,2,1,1,,1,,1,1,1,5,1,3,2,,1.2235369980289723
202400010430,02-Jul-2024 20:53:45,03-Jul-2024 20:37:03,3,2,9,1,2,1,2,2,1,,1,1,1,,1,,,1,,3,,,2,1,1,4,4,2,1,4,3,4,2,2,4,1,1,2,1,1,1,4,4,4,4,4,3,,,,,,,,,,,99,4,4,3,3,4,4,4,2,,,,,,,,,2,2,,2,2,4,4,4,4,,,,1,1,1,1,,,,1,2,1,1,2,4,2,,,,,3,5,4,2,2,2,2,3,1,2,2,2,2,2,99,1,1,3,3,4,1,1,2,3,3,4,2,2,4,2,,1,1,1,1,1,1,1,1,5,4,1,,3,1,1,1,5,2,2,2,,0.6394992664482129
202400010442,02-Jul-2024 18:58:11,02-Jul-2024 19:16:01,1,1,9,1,1,2,2,2,2,,4,3,2,,,1,,2,,4,,,2,1,2,4,3,4,3,3,2,2,2,3,3,3,2,3,3,3,4,4,4,4,4,4,4,,,,,,,,,,,2,5,5,5,5,5,5,4,5,,,,,,,,,3,3,,2,5,4,4,3,3,,,,4,4,3,4,,,,3,4,4,2,5,3,5,,,,,4,3,5,4,5,4,4,4,2,2,2,2,2,2,2,4,3,1,5,7,2,1,2,3,2,2,2,2,3,2,,1,2,2,1,6,12,,3,5,4,2,,4,2,3,1,3,3,1,1,,0.5387445512014708
202400010445,03-Jul-2024 14:53:39,03-Jul-2024 15:20:54,3,1,9,2,2,2,1,2,1,2,,2,1,,1,,,1,,,1,3,2,1,2,2,1,1,2,4,2,2,1,1,4,,,,,,,,,,,,,2,2,2,2,3,3,2,4,3,1,1,,,,,,,,,5,2,3,3,5,2,5,5,3,,3,2,2,,,,,2,3,3,,,,,1,1,1,4,1,2,2,,,,4,3,3,4,4,5,5,2,3,4,2,1,2,2,2,1,1,2,2,2,3,1,2,,1,1,4,8,2,1,1,2,4,2,,1,1,1,1,6,3,2,4,1,1,,1,,1,1,1,1,2,1,1,,1.9520582435657048
202400010461,02-Jul-2024 21:30:23,02-Jul-2024 23:17:14,1,1,9,1,2,2,2,2,1,,1,1,1,,1,,,2,,3,,,2,1,2,2,1,1,2,4,2,1,3,2,4,2,1,3,1,1,2,4,4,4,4,4,4,,,,,,,,,,,1,2,2,3,1,4,1,3,3,,,,,,,,,3,2,,2,5,4,4,3,3,,,,1,1,4,1,,,,3,1,2,2,1,3,5,,,,,3,5,4,2,3,3,3,3,1,1,2,2,2,1,1,3,2,1,5,,1,1,3,5,2,2,1,3,2,2,,1,1,1,1,2,1,2,1,5,1,,1,,1,2,1,5,3,1,2,,1.660788069805766
202400010464,03-Jul-2024  01:46:06,03-Jul-2024  01:55:28,1,1,9,1,2,2,2,2,1,,1,1,1,,1,,,2,,4,,,2,1,2,3,1,1,3,4,3,4,2,2,4,1,1,4,1,1,1,4,4,4,4,4,4,,,,,,,,,,,2,4,2,4,2,2,1,4,5,,,,,,,,,1,1,,2,3,4,4,4,3,,,,2,1,1,1,,,,4,1,2,2,1,3,3,,,,,3,5,5,3,3,3,2,3,2,2,2,2,2,2,2,1,3,1,1,,1,1,2,3,2,3,1,1,5,2,,1,1,1,1,1,1,2,1,5,3,1,,3,1,1,1,9,2,2,1,,0.50732652962089
202400010473,02-Jul-2024 20:04:12,02-Jul-2024 20:19:15,3,1,9,2,2,2,2,1,2,4,,2,2,,,1,,2,,,3,2,2,1,2,1,2,3,3,2,1,3,99,3,2,,,,,,,,,,,,,4,4,2,1,1,2,2,3,3,3,1,,,,,,,,,2,3,1,2,3,2,5,5,3,,1,2,4,,,,,3,2,2,,,,,3,2,4,4,3,2,2,,,,1,2,3,2,3,3,4,5,5,4,3,1,2,2,2,1,2,2,99,2,3,1,2,,2,1,4,8,1,3,1,2,4,2,,1,1,1,1,2,10,,3,6,2,,2,,2,3,1,6,3,2,2,,0.8465790968177473
202400010476,05-Jul-2024  01:14:43,05-Jul-2024  01:20:59,1,1,9,2,1,2,2,2,1,3,,3,,3,,,,,2,,4,3,2,1,2,3,2,4,3,4,3,3,3,3,3,,,,,,,,,,,,,4,4,4,1,1,3,3,4,4,1,2,,,,,,,,,5,5,5,5,5,5,5,5,3,,1,2,5,,,,,3,3,3,,,,,4,4,4,4,4,1,1,,,,3,3,3,5,6,5,5,5,5,5,4,4,2,1,2,99,2,2,2,,,,6,7,,1,2,4,1,2,2,3,2,2,,1,1,1,1,2,12,,3,6,4,2,,5,2,3,2,4,3,2,2,,1.2372763516526053
202400010486,02-Jul-2024 18:28:34,02-Jul-2024 18:35:45,1,1,9,2,2,2,2,2,2,2,,1,3,,,,2,1,2,,4,2,2,1,2,1,1,4,3,3,2,2,1,3,3,,,,,,,,,,,,,4,4,4,1,1,2,4,4,4,3,1,,,,,,,,,5,1,1,1,2,1,5,5,1,,3,2,2,,,,,1,2,2,,,,,4,4,4,3,3,2,1,,,,3,2,2,2,3,4,4,4,4,3,4,1,2,2,2,1,1,2,2,1,1,1,1,,3,1,3,5,2,1,2,2,3,2,,1,1,1,1,6,9,,3,6,3,2,,5,2,3,1,9,3,1,2,,1.4567170014277495
202400010487,05-Jul-2024 22:35:09,05-Jul-2024 22:52:31,3,1,9,1,2,2,1,1,2,,1,2,4,1,,,,,,4,,,2,1,1,2,1,2,3,2,2,3,2,2,3,3,3,3,2,2,4,3,2,2,3,3,1,,,,,,,,,,,2,2,2,2,1,2,1,3,3,,,,,,,,,3,1,,2,3,2,3,2,1,,,,2,2,3,3,,,,2,2,1,1,1,1,2,,,,,4,2,2,3,2,1,3,3,2,2,2,2,2,2,2,1,3,1,1,,1,1,4,9,2,4,1,1,6,2,,4,1,1,4,1,5,,4,4,1,,2,,1,2,1,9,3,2,2,,0.5096132437064613
202400010494,02-Jul-2024 18:40:22,02-Jul-2024 18:50:14,1,1,9,2,1,1,2,1,2,1,,1,2,,,1,,2,,,4,2,2,1,2,1,2,4,3,2,1,4,4,4,3,,,,,,,,,,,,,4,4,3,1,1,1,1,3,4,4,1,,,,,,,,,3,2,1,2,2,2,3,2,3,,1,2,4,,,,,2,2,2,,,,,4,4,4,1,2,1,1,,,,1,1,1,1,3,1,3,5,2,1,3,1,2,2,2,2,1,2,2,1,3,1,1,2,2,1,3,5,2,2,1,2,4,1,2,4,1,3,2,1,10,,3,6,2,,2,,2,3,1,9,3,1,2,,0.9372715128812128
202400010509,02-Jul-2024 19:09:47,02-Jul-2024 19:16:05,1,1,10,2,2,2,2,2,2,2,,4,,,,,,,,,3,3,2,1,2,3,3,2,3,3,2,3,3,3,3,,,,,,,,,,,,,3,2,2,2,2,3,3,3,2,2,1,,,,,,,,,3,2,4,5,5,2,4,5,3,,1,2,3,,,,,2,3,3,,,,,3,3,2,3,99,2,1,,,,1,3,2,1,4,4,4,4,4,3,4,1,2,2,2,2,2,2,2,,,,5,,,1,3,7,1,1,2,1,5,1,8,2,1,3,4,6,2,1,2,5,1,,2,,1,2,3,2,3,2,2,,3.1458860706392806
202400010517,02-Jul-2024 19:09:16,03-Jul-2024  05:48:47,1,1,9,2,2,1,2,1,2,3,,2,4,2,,,,,,,4,3,2,1,2,2,3,4,3,2,1,2,2,3,2,,,,,,,,,,,,,4,4,4,1,1,2,2,3,4,3,1,,,,,,,,,3,3,2,5,3,5,5,5,3,,3,1,,,,,,2,2,1,,,,,3,3,3,4,4,4,1,,,,3,3,3,3,3,3,3,5,5,4,4,4,1,2,2,1,2,2,2,2,2,1,3,4,2,1,3,5,2,3,2,2,3,2,,1,1,1,1,1,1,1,1,4,2,,1,,2,3,1,6,3,1,2,,0.4979454126861405
202400010518,04-Jul-2024 18:24:12,04-Jul-2024 18:49:09,1,1,9,2,2,2,2,1,1,2,,2,2,,,1,,2,,,3,2,2,1,2,1,1,4,1,2,2,3,4,99,99,,,,,,,,,,,,,4,1,2,1,1,2,2,2,3,3,99,,,,,,,,,5,5,5,5,5,5,5,5,3,,1,99,,,,,,2,2,99,,,,,4,4,4,5,4,4,99,,,,4,4,4,4,6,3,3,3,3,5,4,4,1,2,2,2,99,2,2,3,3,2,4,,2,1,1,2,2,4,2,3,1,2,,1,1,1,1,3,2,2,2,6,2,,99,,2,3,1,1,2,4,2,,1.1018326855852267
202400010521,04-Jul-2024 17:33:18,04-Jul-2024 17:47:34,1,1,9,2,2,2,1,1,1,2,,1,2,,,1,,1,,,4,2,2,1,2,1,1,4,3,1,2,3,2,3,2,,,,,,,,,,,,,4,4,3,1,1,1,1,2,4,3,1,,,,,,,,,2,2,4,3,2,2,2,2,3,,3,2,3,,,,,1,1,1,,,,,4,4,4,3,2,1,1,,,,3,2,2,2,4,2,3,4,4,3,3,4,2,2,2,1,1,2,2,1,1,2,4,,2,1,1,1,1,3,2,1,5,2,,1,1,1,1,1,12,,3,4,2,,1,,2,4,1,9,4,1,2,,0.5436939017524628
202400010542,04-Jul-2024  07:59:54,04-Jul-2024  08:14:46,1,1,9,1,2,1,1,1,1,,1,1,2,,,1,,1,,2,,,2,2,2,1,1,4,3,99,1,2,3,3,2,4,4,4,3,4,4,1,1,1,1,1,1,,,,,,,,,,,1,2,2,1,1,1,1,2,1,,,,,,,,,3,1,,2,4,1,1,1,1,,,,4,3,4,3,,,,3,2,1,1,1,1,1,,,,,3,3,2,4,4,3,3,4,2,2,2,2,2,1,2,1,99,2,1,2,2,2,1,1,3,3,2,2,3,2,,1,1,1,1,5,11,2,4,4,4,2,,3,2,3,1,6,3,1,2,,0.5264716449803379
202400010550,02-Jul-2024 18:17:15,03-Jul-2024 13:42:29,3,2,9,2,1,1,1,2,2,1,,2,1,,1,,,2,,,2,3,2,1,2,2,1,2,2,3,3,3,2,3,4,,,,,,,,,,,,,3,2,1,3,2,4,4,4,1,1,1,,,,,,,,,3,2,3,1,3,1,4,4,1,,3,1,,,,,,4,4,4,,,,,1,1,2,2,1,2,2,,,,2,5,2,5,5,4,3,3,5,2,1,1,2,1,2,1,2,1,2,1,1,1,3,4,1,1,2,3,2,2,1,2,3,2,,1,1,1,1,1,1,2,1,4,1,,2,,1,2,1,5,3,2,1,,0.8637267388591942
202400010558,07-Jul-2024 11:22:27,07-Jul-2024 11:34:45,1,1,9,1,2,1,2,1,99,,1,1,2,,,2,,2,,4,,,2,1,2,2,2,4,3,2,2,3,3,3,2,4,4,4,4,4,4,2,1,2,2,2,1,,,,,,,,,,,99,2,2,1,1,3,1,2,5,,,,,,,,,3,1,,2,4,2,99,2,2,,,,4,99,4,4,,,,3,4,4,1,2,2,5,,,,,4,2,2,3,4,2,4,1,2,2,2,2,1,2,2,2,3,1,3,3,2,1,3,5,2,4,2,1,6,2,,1,1,1,1,1,5,,4,4,2,,1,,2,4,1,99,4,2,1,,0.2918099010566992
202400010562,04-Jul-2024 10:10:52,04-Jul-2024 10:20:10,1,1,9,1,1,1,2,2,1,,2,2,1,,1,,,2,,3,,,2,2,2,2,2,2,2,4,2,3,2,2,3,1,2,3,2,1,3,4,3,3,4,4,2,,,,,,,,,,,1,2,2,2,2,2,2,3,2,,,,,,,,,3,1,,2,2,4,4,3,4,,,,1,1,2,1,,,,3,1,2,1,2,3,2,,,,,3,3,3,3,3,3,4,3,2,2,2,1,2,2,2,3,1,1,3,4,1,1,2,4,2,2,2,1,5,2,,1,1,1,1,1,2,2,2,3,1,,1,,1,1,1,9,2,1,1,,0.4431076834688931
202400010606,03-Jul-2024 24:50:34,03-Jul-2024  01:01:52,1,1,10,1,1,1,2,2,1,,1,1,1,,1,,,2,,4,,,2,1,2,3,3,2,3,3,3,2,1,1,4,1,1,2,1,1,2,4,3,2,3,4,3,,,,,,,,,,,1,1,2,3,3,3,1,2,2,,,,,,,,,1,1,,2,1,4,4,4,99,,,,1,1,2,1,,,,3,3,1,1,1,2,1,,,,,3,4,4,2,2,3,1,1,2,2,2,2,2,2,2,4,2,1,2,2,1,1,3,5,1,3,1,1,5,1,8,4,1,3,4,1,1,1,1,5,1,,2,,1,1,1,5,1,1,2,,0.9281247079704618
202400010618,04-Jul-2024  08:05:58,04-Jul-2024  08:16:27,1,1,9,2,2,1,2,2,1,1,,2,3,,,,2,2,1,,1,4,2,2,2,3,2,2,1,4,3,4,3,4,4,,,,,,,,,,,,,2,1,1,2,4,4,4,4,1,1,2,,,,,,,,,4,4,4,4,4,1,4,4,1,,3,2,3,,,,,4,4,4,,,,,1,1,1,2,1,3,2,,,,1,3,1,3,3,5,5,4,2,2,2,3,2,1,2,2,2,2,2,2,1,3,5,7,3,1,3,6,3,3,2,2,3,2,,1,1,1,1,1,1,1,1,5,1,,2,,1,1,1,1,2,1,2,,0.5786854113201314
202400010628,02-Jul-2024 19:09:18,02-Jul-2024 20:30:03,1,1,9,1,1,2,2,2,1,,2,2,1,,1,,,1,,2,,,2,2,2,2,2,2,1,4,2,2,2,1,3,1,2,2,1,2,2,4,4,3,4,3,3,,,,,,,,,,,2,2,2,3,2,3,2,2,2,,,,,,,,,1,2,,2,2,3,3,3,3,,,,2,2,1,2,,,,4,1,2,2,2,3,3,,,,,6,3,3,2,2,4,4,3,1,1,2,2,2,1,1,1,1,3,5,7,1,1,1,2,2,2,1,1,6,2,,1,1,1,1,1,2,2,2,4,1,,1,,1,2,1,9,3,1,2,,0.9195540848047289
202400010644,02-Jul-2024 18:33:07,02-Jul-2024 18:42:35,1,1,9,1,2,2,2,2,2,,2,3,4,4,,,,,2,4,,,2,1,2,2,2,4,3,3,3,3,3,3,3,4,4,3,3,4,4,4,3,3,4,4,99,,,,,,,,,,,1,2,2,2,3,3,1,2,2,,,,,,,,,3,1,,2,3,4,4,3,3,,,,4,4,3,4,,,,4,2,1,2,2,2,2,,,,,2,4,4,4,4,5,4,4,2,2,2,2,1,2,2,2,1,1,1,,4,1,3,5,3,2,2,1,5,2,,1,1,1,1,1,1,2,1,5,3,2,,4,2,3,1,7,3,2,2,,1.0275252930976044
202400010659,02-Jul-2024 21:33:22,02-Jul-2024 21:40:24,3,1,9,1,2,2,2,2,2,,2,2,4,2,,,,,,4,,,2,1,2,2,3,4,3,2,2,3,4,4,3,4,4,4,4,4,4,4,2,3,2,3,2,,,,,,,,,,,2,4,4,1,5,5,1,5,2,,,,,,,,,2,1,,2,4,3,4,2,3,,,,4,4,4,4,,,,3,1,4,2,5,5,5,,,,,6,3,4,5,5,2,1,1,2,2,2,1,1,2,2,2,2,1,4,,2,1,1,1,1,1,2,1,6,2,,1,1,1,1,6,12,,3,6,2,,2,,2,4,1,3,5,1,1,,0.7146311421887357
202400010675,02-Jul-2024 19:10:52,02-Jul-2024 19:22:51,1,1,9,2,1,2,2,2,2,3,,1,,,,,1,2,99,,4,3,2,1,2,3,2,4,3,3,2,2,2,2,2,,,,,,,,,,,,,3,3,2,2,2,2,2,3,3,3,2,,,,,,,,,2,2,2,2,1,1,2,2,3,,1,2,4,,,,,2,3,2,,,,,4,4,4,4,3,2,2,,,,2,3,2,4,2,2,3,4,3,5,3,4,2,1,1,2,2,1,2,,,,4,7,,1,4,8,1,2,2,2,3,1,1,1,1,3,1,2,2,2,2,4,3,2,,3,2,4,2,1,4,1,2,,1.3707164176166287
202400010680,02-Jul-2024 20:26:03,02-Jul-2024 20:49:52,3,2,9,1,1,2,2,1,1,,1,1,2,,,1,,1,,4,,,2,1,2,1,1,4,3,2,1,4,4,4,2,4,4,4,4,4,4,1,1,3,1,1,1,,,,,,,,,,,1,1,1,1,2,2,1,1,2,,,,,,,,,3,1,,2,4,2,1,1,1,,,,4,4,4,4,,,,3,3,1,1,1,2,1,,,,,2,2,2,5,5,3,3,1,2,1,1,1,2,2,2,1,1,1,3,4,2,1,1,2,3,3,1,2,4,2,,1,1,1,1,1,2,2,2,2,3,2,,2,2,3,1,5,3,2,1,,0.7163566274447528
202400010681,02-Jul-2024 20:19:03,02-Jul-2024 20:29:25,1,1,9,1,2,2,2,1,1,,1,1,2,,,1,,1,,3,,,2,1,2,1,1,4,3,2,1,3,3,3,2,1,1,1,1,2,1,1,1,2,1,1,1,,,,,,,,,,,1,2,2,2,1,2,1,2,2,,,,,,,,,3,1,,2,4,2,1,2,1,,,,4,4,4,99,,,,2,3,1,1,1,1,1,,,,,3,1,1,3,4,2,3,2,2,2,2,1,1,2,2,1,2,4,1,,2,2,2,3,3,4,1,1,6,2,,1,1,1,1,1,2,2,2,5,3,2,,3,2,3,1,9,3,2,2,,0.4615531894908681
202400010687,06-Jul-2024 18:28:50,06-Jul-2024 18:40:07,1,1,9,2,1,1,2,2,1,1,,1,1,,1,,,1,,,2,4,2,2,2,4,1,1,2,4,3,3,2,3,4,,,,,,,,,,,,,1,2,2,3,2,3,4,4,2,1,2,,,,,,,,,4,3,3,5,3,1,4,4,3,,3,2,3,,,,,4,3,4,,,,,1,1,1,3,1,2,2,,,,2,4,4,4,4,4,4,3,4,4,1,3,2,1,2,1,2,2,2,1,1,4,4,3,1,1,1,2,2,2,2,1,5,2,,1,1,1,1,3,1,1,1,6,1,,1,,1,2,1,9,3,2,1,,0.9119417690890258
202400010700,02-Jul-2024 19:27:20,02-Jul-2024 19:31:47,1,1,9,1,2,2,2,2,1,,2,2,1,,1,,,1,,2,,,2,1,1,2,2,3,2,99,2,3,3,3,2,2,2,2,2,2,2,3,3,2,3,3,3,,,,,,,,,,,1,1,2,2,2,2,2,3,2,,,,,,,,,3,2,,2,3,99,2,2,2,,,,2,2,2,2,,,,5,4,4,1,5,5,5,,,,,6,3,3,4,2,5,4,4,1,1,2,1,1,2,2,3,3,3,3,,1,1,4,9,3,1,2,2,4,2,,1,3,5,1,6,11,,4,5,2,,1,,2,3,1,6,3,1,1,,0.7147341111518177
202400010705,04-Jul-2024  06:44:43,04-Jul-2024  07:00:46,1,1,9,2,1,1,1,1,1,2,,1,2,,,1,,1,,,4,2,1,2,2,1,2,4,3,2,1,2,3,4,2,,,,,,,,,,,,,4,4,3,1,1,1,1,2,3,4,1,,,,,,,,,2,2,2,2,2,2,2,2,1,,1,2,4,,,,,1,1,1,,,,,4,4,4,3,3,1,1,,,,3,2,2,2,3,2,3,5,5,3,3,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,1,3,1,3,2,2,,1,2,2,1,1,1,2,1,5,3,2,,3,2,3,1,9,3,1,1,,0.7544119339883337
202400010711,02-Jul-2024 20:54:16,06-Jul-2024 12:56:51,3,2,9,1,1,1,2,2,1,,1,1,4,4,,,,,2,4,,,2,1,2,4,1,4,3,4,3,2,3,4,3,4,4,4,4,4,4,4,4,1,4,4,4,,,,,,,,,,,1,2,5,2,2,2,1,2,2,,,,,,,,,3,99,,1,,4,4,4,4,,,,4,4,4,4,,,,5,4,4,2,5,5,5,,,,,6,3,2,5,2,5,4,4,2,2,2,2,2,2,2,1,1,1,6,3,4,1,2,4,3,2,2,2,4,2,,1,5,4,1,1,6,,4,1,4,99,,,9,9,1,1,3,2,1,,1.0818184502399923
202400010717,02-Jul-2024 20:35:59,03-Jul-2024 14:15:18,1,1,9,2,1,2,2,2,1,3,,1,,,1,,,2,,,1,4,2,2,2,3,2,2,2,4,3,3,3,2,3,,,,,,,,,,,,,1,1,1,2,3,3,3,4,4,1,1,,,,,,,,,4,4,3,1,2,1,3,3,3,,1,1,,,,,,3,3,3,,,,,1,1,1,4,99,1,1,,,,1,1,2,1,4,5,1,5,3,3,4,3,1,1,1,2,2,1,2,,,,4,5,,1,3,5,3,2,2,3,2,2,,1,1,1,1,5,11,1,4,5,3,1,,2,1,2,3,3,3,2,2,,1.5909955053087848
202400010731,02-Jul-2024 21:41:36,02-Jul-2024 21:54:59,1,1,9,1,1,2,2,2,1,,2,2,1,,1,,,2,,2,,,2,1,2,4,2,2,2,4,3,3,3,2,4,1,2,2,1,1,2,4,4,4,4,4,4,,,,,,,,,,,1,5,5,2,3,5,2,2,2,,,,,,,,,3,1,,2,5,4,4,4,4,,,,2,2,2,2,,,,4,3,4,2,5,3,3,,,,,3,5,5,2,3,4,4,3,2,2,2,1,2,2,2,2,1,3,2,4,1,2,1,2,2,2,2,2,4,2,,1,1,1,1,1,2,2,2,5,1,,1,,1,1,1,5,2,2,2,,0.9427359355311588
